Public Supply deliveries to thermoelectric, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0.01	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-
Public Supply total deliveries, in Mgal/d	1.38	1.26	1.73	-	-	-	-	24.5	8.91	9.21	-	-	-	-	26.84	27.82	23.08	-	-	-	-	5.46	4.95	4.12	-	-	-	-	0.25	0.29	0.45	-	-	-	-	34.13	31.05	44.1	-	-	-	-	1.68	2.35	1.36	-	-	-	-	1.98	1.53	1.98	-	-	-	-	1.96	2.05	1.41	-	-	-	-	2.13	1.99	1.94	-	-	-	-	4.51	5.6	8.05	-	-	-	-	3.35	2.87	4.71	-	-	-	-	1.95	1.59	1.41	-	-	-	-	2.47	2.87	3.51	-	-	-	-	0.94	0.74	0.88	-	-	-	-	0.67	0.61	0.63	-	-	-	-	0.1	2.34	1.1	-	-	-	-	160.84	179.95	185.44	-	-	-	-	3.47	1.24	1.88	-	-	-	-	3.21	3.93	2.95	-	-	-	-	4.22	3.89	1.79	-	-	-	-	4.5	5.83	6.92	-	-	-	-	8.45	6.73	7.26	-	-	-	-	4.33	4.88	4.94	-	-	-	-	56.83	82.53	70.61	-	-	-	-	3.26	2.4	2.62	-	-	-	-	12.96	12.26	1.29	-	-	-	-	0.53	0.67	22.5	-	-	-	-	27.38	40.26	54.08	-	-	-	-
Public Supply public use and losses, in Mgal/d	-	-	0.12	-	-	-	-	-	-	15.9	-	-	-	-	-	-	-1.11	-	-	-	-	-	-	0.66	-	-	-	-	-	-	0.01	-	-	-	-	-	-	-1.23	-	-	-	-	-	-	0.08	-	-	-	-	-	-	1.05	-	-	-	-	-	-	-0.21	-	-	-	-	-	-	0.89	-	-	-	-	-	-	-1.07	-	-	-	-	-	-	-1.03	-	-	-	-	-	-	0.17	-	-	-	-	-	-	0.06	-	-	-	-	-	-	0.07	-	-	-	-	-	-	-0.22	-	-	-	-	-	-	0.23	-	-	-	-	-	-	4.51	-	-	-	-	-	-	0.38	-	-	-	-	-	-	2.07	-	-	-	-	-	-	-0.09	-	-	-	-	-	-	0.09	-	-	-	-	-	-	1.2	-	-	-	-	-	-	-0.24	-	-	-	-	-	-	2.48	-	-	-	-	-	-	0.55	-	-	-	-	-	-	22.28	-	-	-	-	-	-	-22.1	-	-	-	-	-	-	-0.45	-	-	-	-
Public Supply per capita use, in gallons/person/day	-	-	404	454	383	431	350	-	-	787	586	328	332	270	-	-	318	382	341	311	225	-	-	302	306	341	293	268	-	-	676	1040	292	1374	1004	-	-	203	186	160	136	75	-	-	219	340	355	282	211	-	-	292	221	176	190	183	-	-	353	390	269	203	349	-	-	383	428	348	380	297	-	-	282	328	235	226	217	-	-	723	734	677	525	451	-	-	310	403	462	419	330	-	-	392	508	376	350	464	-	-	234	279	196	194	3554	-	-	466	709	1275	1203	525	-	-	1188	1019	1052	843	1124	-	-	241	288	239	288	112	-	-	353	317	321	305	235	-	-	365	213	208	147	208	-	-	209	355	266	274	247	-	-	314	377	278	332	244	-	-	326	203	207	281	257	-	-	229	353	330	260	237	-	-	246	282	221	198	345	-	-	310	262	379	371	2307	-	-	341	408	307	321	293	-	-	223	277	459	324	264	-	-	310	266	258	170	103
Public Supply reclaimed wastewater, in Mgal/d	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-	-	-	0	0	-	0	-
Public Supply number of facilities	-	4	4	-	-	-	-	-	20	15	-	-	-	-	-	23	20	-	-	-	-	-	14	9	-	-	-	-	-	5	5	-	-	-	-	-	20	19	-	-	-	-	-	8	7	-	-	-	-	-	3	5	-	-	-	-	-	11	7	-	-	-	-	-	3	4	-	-	-	-	-	12	11	-	-	-	-	-	4	3	-	-	-	-	-	8	6	-	-	-	-	-	9	11	-	-	-	-	-	8	7	-	-	-	-	-	4	3	-	-	-	-	-	6	5	-	-	-	-	-	26	30	-	-	-	-	-	8	7	-	-	-	-	-	13	10	-	-	-	-	-	14	12	-	-	-	-	-	19	19	-	-	-	-	-	13	12	-	-	-	-	-	7	8	-	-	-	-	-	27	22	-	-	-	-	-	7	11	-	-	-	-	-	20	21	-	-	-	-	-	7	8	-	-	-	-	-	21	18	-	-	-	-
Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d	0.05	0.01	0.13	0.35	0.28	0.19	0.05	0.08	0.2	0.54	1.08	0.61	0.35	0.48	0.25	0.26	0.64	0.85	1	0.85	0.48	0.19	0.24	0.29	0.15	0.05	0.05	0.05	0.01	0.03	0.01	0.12	0.08	0.08	0.09	0.43	0.88	0.56	1.08	0.66	0.31	0.32	0.27	0.16	0.43	0.63	0.29	0.34	0.02	0.02	0.02	0	0.03	0.08	0.07	0.15	0.01	0.03	0.03	0.21	0.18	0.16	0.14	0	0.05	0.01	0.23	0.1	0.09	0.05	0.36	0.18	0.09	1.48	0.71	0.47	0.58	0.03	0.05	0.19	0.15	0.12	0.13	0.07	0.03	0.03	0.09	0.03	0.07	0.03	0.03	0.47	0.2	0.3	0.89	0.61	0.41	0.6	0.15	0.17	0.2	0.59	0.27	0.33	0.48	0.01	0.01	0.03	0.03	0.06	0.03	0.03	0.04	0.03	0.05	0.19	0.15	0.1	0.12	0.65	0.32	0.56	0.24	1.36	0.36	0.59	0.17	0.26	0.31	1.83	0.81	1.23	1.65	0.39	0.04	0.34	1.18	0.74	0.54	0.89	0.06	0.08	0.5	0.84	0.41	0.45	0.38	0.17	0.02	0.08	0.68	0.21	0.18	0.49	0.02	0.24	0.28	0.76	0.38	0.57	0.02	0.01	0.12	0.62	0.41	0.15	0.21	0.12	0.49	0.67	0.38	0.6	0.67	0.41	0.81	0.1	0.11	0.15	1.17	0.44	0.17	0.92	0	0.05	0.14	1.08	0.39	0.03	0.04	0.04	0.1	0.08	0.14	0.09	0.06	0.08	0.04	0.06	0.69	0.16	0.83	0.24	0.63
Domestic self-supplied groundwater withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Domestic total self-supplied withdrawals, groundwater, in Mgal/d	-	-	0.13	-	-	-	-	-	-	0.54	-	-	-	-	-	-	0.64	-	-	-	-	-	-	0.29	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.56	-	-	-	-	-	-	0.43	-	-	-	-	-	-	0	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.09	-	-	-	-	-	-	0.19	-	-	-	-	-	-	0.09	-	-	-	-	-	-	0.3	-	-	-	-	-	-	0.2	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0.05	-	-	-	-	-	-	0.56	-	-	-	-	-	-	0.31	-	-	-	-	-	-	0.34	-	-	-	-	-	-	0.5	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.28	-	-	-	-	-	-	0.62	-	-	-	-	-	-	0.38	-	-	-	-	-	-	0.15	-	-	-	-	-	-	0.14	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.69	-	-	-	-
Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d	0	0	0	0	0.05	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0.18	0	0	0.07	0.09	0.1	0	0.01	0	0	0	0	0	0	0.01	0	0	0.31	0.63	0.4	0	0.12	0	0	0.09	0.05	0.12	0	0.05	0	0	0.01	0.01	0.03	0	0.01	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.03	0	0	0.91	0.42	0.74	0	0.24	0	0	0.05	0.07	0.08	0	0.14	0	0	0.05	0.01	0.08	0	0.13	0	0	0.01	0.01	0.06	0	0.07	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.07	0	0	0	0	0.02	0	0.03	0	0	0.07	0.09	0.02	0	0.12	0	0	0.01	0.01	0.01	0	0.08	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.02	0	0	0.03	0.04	0.04	0	0.15	0	0
Domestic self-supplied surface-water withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Domestic total self-supplied withdrawals, surface water, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.1	-	-	-	-	-	-	0	-	-	-	-	-	-	0.4	-	-	-	-	-	-	0.12	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.74	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.06	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.02	-	-	-	-	-	-	0.02	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.04	-	-	-	-
Domestic total self-supplied withdrawals, fresh, in Mgal/d	0.05	0.01	0.13	0.35	0.33	0.19	0.05	0.08	0.2	0.54	1.08	0.72	0.35	0.48	0.25	0.26	0.64	0.85	1.18	0.85	0.48	0.26	0.33	0.39	0.15	0.06	0.05	0.05	0.01	0.03	0.01	0.12	0.09	0.08	0.09	0.74	1.51	0.96	1.08	0.78	0.31	0.32	0.36	0.21	0.55	0.63	0.34	0.34	0.02	0.03	0.03	0.03	0.03	0.09	0.07	0.15	0.01	0.03	0.03	0.21	0.21	0.16	0.14	0	0.05	0.01	0.23	0.12	0.09	0.05	0.36	0.18	0.09	1.48	0.84	0.47	0.58	0.03	0.05	0.19	0.15	0.14	0.13	0.07	0.03	0.03	0.09	0.03	0.08	0.03	0.03	0.47	0.2	0.3	0.89	0.72	0.41	0.6	0.15	0.17	0.2	0.59	0.32	0.33	0.48	0.01	0.01	0.03	0.03	0.07	0.03	0.03	0.04	0.03	0.05	0.19	0.18	0.1	0.12	1.56	0.74	1.3	0.24	1.6	0.36	0.59	0.22	0.33	0.39	1.83	0.95	1.23	1.65	0.44	0.05	0.42	1.18	0.87	0.54	0.89	0.07	0.09	0.56	0.84	0.48	0.45	0.38	0.17	0.02	0.08	0.68	0.25	0.18	0.49	0.02	0.24	0.28	0.76	0.45	0.57	0.02	0.01	0.12	0.64	0.41	0.18	0.21	0.12	0.56	0.76	0.4	0.6	0.79	0.41	0.81	0.11	0.12	0.16	1.17	0.52	0.17	0.92	0	0.05	0.14	1.08	0.46	0.03	0.04	0.04	0.1	0.08	0.14	0.11	0.06	0.08	0.07	0.1	0.73	0.16	0.98	0.24	0.63
Domestic self-supplied population, in thousands	0.63	0.06	0.8	1.235	1.221	1.109	0.273	1.16	2.89	7.68	3.806	3.484	2.085	2.865	3.3	3.23	8.14	2.99	5.534	5.076	2.867	3.28	4.24	4.84	0.534	0.208	0.323	0.284	0.07	0.19	0.09	0.42	0.073	0.462	0.561	2.02	4.11	4.27	3.777	2.958	1.844	1.893	4.9	2.95	7.21	2.225	1.687	2.037	0.128	0.61	0.53	0.27	0.093	0.041	0.396	0.86	0.13	0.35	0.69	0.745	0.723	0.936	0.825	0.11	0.61	0.44	0.822	0.686	0.515	0.281	4.83	2.38	1.15	5.198	4.337	2.838	3.441	0.47	0.72	1.59	0.514	0.614	0.786	0.412	0.55	0.54	0.9	0.093	0.256	0.153	0.167	6.26	2.65	3.05	3.121	2.451	2.483	3.562	1.88	2.18	2.53	2.068	1.826	1.979	2.852	0.17	0.17	0.54	0.115	0.168	0.176	0.164	0.55	0.45	0.71	0.665	0.512	0.604	0.719	20.79	10.92	19.23	0.847	11.135	2.18	3.522	4.1	6.28	7.51	6.422	6.381	7.37	9.783	6.04	0.66	5.58	4.15	3.804	3.262	5.259	1.01	1.43	9.02	2.955	1.989	2.672	2.268	2.26	0.28	1	2.397	0.393	1.092	2.928	0.24	2.83	3.34	2.68	2.953	3.438	0.111	0.4	4.86	4.52	1.443	0.843	1.238	0.708	7.44	10.14	1.97	2.111	4.973	2.434	4.812	1.49	2.05	1.52	4.097	2.869	1.045	5.432	0	0.53	1.45	3.777	2.297	0.197	0.21	0.39	0.96	0.51	0.487	0.324	0.338	0.457	0.9	1.25	2.59	0.545	3.764	1.446	3.734
Domestic deliveries from public supply, in Mgal/d	1.21	1.06	1.4	-	1.49	1.5	1.03	24.23	7.5	6.95	-	8.55	9.38	9.4	22.41	20.71	15.22	-	20.78	20.59	18.7	4.89	4.25	3.53	-	5.61	4	3.29	0.24	0.28	0.38	-	0.26	0.21	0.41	29.38	26.07	33.28	-	72.03	58.19	96.99	1.34	1.54	0.83	-	2.7	2.94	2.68	1.76	1.13	1.69	-	3.63	6.01	4.71	1.93	1.96	1.15	-	1.16	1.25	1.56	2.07	1.93	1.38	-	1.41	1.34	2.07	3.88	5.18	5.9	-	7.15	8.23	7.19	3.08	1.61	1.49	-	1.91	2.07	2.3	1.54	1.34	0.68	-	1.8	2.01	1.64	1.78	2.31	2.15	-	3.15	2.82	2.64	0.85	0.64	0.71	-	1.17	1.31	1.08	0.67	0.55	0.38	-	0.53	0.33	0.57	0.1	2.11	1.07	-	1.34	1.24	1.64	127.71	148.26	126.43	-	138.92	146.47	140.74	3.22	1.03	1.68	-	1.23	1.36	0.92	2.94	2.64	2.56	-	4.95	4.42	4.07	3.91	3.55	1.29	-	4.26	4.03	4.08	4.17	5.45	6.23	-	8.01	6.9	6.05	5.98	4.73	5.99	-	7.43	9.18	9.45	3.76	4.23	3.73	-	5.51	6.5	5.82	51.49	71.45	48.94	-	71.63	78.42	76.99	3.2	2	2.21	-	3.12	4.12	6.05	11.34	11.41	0.71	-	25.11	22.05	29.38	0.51	0.58	13.06	-	0.7	0.98	1.07	20.33	24.46	48.65	-	54.33	45.61	53.25
Domestic total self-supplied withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Domestic per capita use, public-supplied, in gallons/person/day	265	226	306	-	291	272	169	680	223	218	-	204	196	191	364	309	220	-	212	191	159	247	266	223	-	293	190	163	329	560	559	-	292	352	748	170	142	158	-	262	191	290	129	159	126	-	199	177	129	148	115	163	-	347	568	495	486	540	338	-	291	295	373	288	321	187	-	173	154	224	263	281	238	-	193	190	160	557	316	293	-	228	219	226	371	289	133	-	302	288	235	219	266	236	-	294	281	291	256	191	175	-	175	175	131	504	495	432	-	442	239	421	54	1661	955	-	865	747	1030	190	207	160	-	144	143	128	441	162	262	-	150	184	154	276	169	186	-	229	180	173	261	254	158	-	241	222	218	392	358	279	-	223	196	165	208	199	231	-	151	168	150	150	244	182	-	212	207	156	224	282	165	-	159	153	135	395	249	216	-	182	183	255	319	238	10	-	201	160	189	282	475	7296	-	321	402	479	130	156	281	-	259	198	222
Domestic total self-supplied withdrawals, in Mgal/d	-	-	0.13	-	-	-	-	-	-	0.54	-	-	-	-	-	-	0.64	-	-	-	-	-	-	0.39	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.96	-	-	-	-	-	-	0.55	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.09	-	-	-	-	-	-	0.19	-	-	-	-	-	-	0.09	-	-	-	-	-	-	0.3	-	-	-	-	-	-	0.2	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0.05	-	-	-	-	-	-	1.3	-	-	-	-	-	-	0.39	-	-	-	-	-	-	0.42	-	-	-	-	-	-	0.56	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.28	-	-	-	-	-	-	0.64	-	-	-	-	-	-	0.4	-	-	-	-	-	-	0.16	-	-	-	-	-	-	0.14	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.73	-	-	-	-
Domestic total self-supplied withdrawals plus deliveries, in Mgal/d	1.26	1.07	1.53	-	1.82	1.69	1.08	24.31	7.7	7.49	-	9.27	9.73	9.88	22.66	20.97	15.86	-	21.96	21.44	19.18	5.15	4.58	3.92	-	5.67	4.05	3.34	0.25	0.31	0.39	-	0.35	0.29	0.5	30.12	27.58	34.24	-	72.81	58.5	97.31	1.7	1.75	1.38	-	3.04	3.28	2.7	1.79	1.16	1.72	-	3.72	6.08	4.86	1.94	1.99	1.18	-	1.37	1.41	1.7	2.07	1.98	1.39	-	1.53	1.43	2.12	4.24	5.36	5.99	-	7.99	8.7	7.77	3.11	1.66	1.68	-	2.05	2.2	2.37	1.57	1.37	0.77	-	1.88	2.04	1.67	2.25	2.51	2.45	-	3.87	3.23	3.24	1	0.81	0.91	-	1.49	1.64	1.56	0.68	0.56	0.41	-	0.6	0.36	0.6	0.14	2.14	1.12	-	1.52	1.34	1.76	129.27	149	127.73	-	140.52	146.83	141.33	3.44	1.36	2.07	-	2.18	2.59	2.57	3.38	2.69	2.98	-	5.82	4.96	4.96	3.98	3.64	1.85	-	4.74	4.48	4.46	4.34	5.47	6.31	-	8.26	7.08	6.54	6	4.97	6.27	-	7.88	9.75	9.47	3.77	4.35	4.37	-	5.69	6.71	5.94	52.05	72.21	49.34	-	72.42	78.83	77.8	3.31	2.12	2.37	-	3.64	4.29	6.97	11.34	11.46	0.85	-	25.57	22.08	29.42	0.55	0.68	13.14	-	0.81	1.04	1.15	20.4	24.56	49.38	-	55.31	45.85	53.88
Domestic consumptive use, fresh, in Mgal/d	0.43	0.37	0.52	-	-	-	-	8.27	2.62	2.54	-	-	-	-	7.74	7.15	5.39	-	-	-	-	1.75	1.56	1.33	-	-	-	-	0.09	0.11	0.13	-	-	-	-	10.24	9.34	11.64	-	-	-	-	0.58	0.6	0.48	-	-	-	-	0.61	0.4	0.57	-	-	-	-	0.67	0.69	0.41	-	-	-	-	0.7	0.67	0.5	-	-	-	-	1.54	1.94	2.04	-	-	-	-	1.06	0.56	0.57	-	-	-	-	0.53	0.46	0.27	-	-	-	-	0.76	0.85	0.81	-	-	-	-	0.34	0.28	0.31	-	-	-	-	0.23	0.19	0.14	-	-	-	-	0.07	1.07	0.38	-	-	-	-	43.94	50.7	43.43	-	-	-	-	1.17	0.46	0.71	-	-	-	-	1.15	0.91	1.01	-	-	-	-	1.37	1.25	0.63	-	-	-	-	1.48	1.87	2.15	-	-	-	-	2.04	1.69	2.11	-	-	-	-	1.29	1.49	1.32	-	-	-	-	18.74	25.92	16.69	-	-	-	-	1.13	0.72	0.75	-	-	-	-	3.86	3.92	0.29	-	-	-	-	0.18	0.22	4.47	-	-	-	-	6.94	8.36	16.51	-	-	-	-
Domestic consumptive use, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Domestic total consumptive use, in Mgal/d	-	-	0.52	-	-	-	-	-	-	2.54	-	-	-	-	-	-	5.39	-	-	-	-	-	-	1.33	-	-	-	-	-	-	0.13	-	-	-	-	-	-	11.64	-	-	-	-	-	-	0.48	-	-	-	-	-	-	0.57	-	-	-	-	-	-	0.41	-	-	-	-	-	-	0.5	-	-	-	-	-	-	2.04	-	-	-	-	-	-	0.57	-	-	-	-	-	-	0.27	-	-	-	-	-	-	0.81	-	-	-	-	-	-	0.31	-	-	-	-	-	-	0.14	-	-	-	-	-	-	0.38	-	-	-	-	-	-	43.43	-	-	-	-	-	-	0.71	-	-	-	-	-	-	1.01	-	-	-	-	-	-	0.63	-	-	-	-	-	-	2.15	-	-	-	-	-	-	2.11	-	-	-	-	-	-	1.32	-	-	-	-	-	-	16.69	-	-	-	-	-	-	0.75	-	-	-	-	-	-	0.29	-	-	-	-	-	-	4.47	-	-	-	-	-	-	16.51	-	-	-	-
Domestic per capita use, self-supplied, in gallons/person/day	79	167	163	283	270	171	183	69	69	70	284	207	168	168	76	80	79	284	213	167	167	79	78	81	281	288	155	176	143	158	111	286	1233	173	160	366	367	225	286	264	168	169	73	71	76	283	202	167	156	49	57	111	323	2195	177	174	77	86	43	282	290	171	170	0	82	23	280	175	175	178	75	76	78	285	194	166	169	64	69	119	292	228	165	170	55	56	100	323	313	196	180	75	75	98	285	294	165	168	80	78	79	285	175	167	168	59	59	56	261	417	170	183	73	67	70	286	352	166	167	75	68	68	283	144	165	168	54	53	52	285	149	167	169	73	76	75	284	229	166	169	69	63	62	284	241	168	168	75	71	80	284	636	165	167	83	85	84	284	152	166	180	25	25	142	284	214	170	169	75	75	203	284	159	168	168	74	59	105	286	181	163	169	na	94	97	286	200	152	190	103	104	157	287	340	178	175	78	80	282	294	260	166	169
Domestic reclaimed wastewater, in Mgal/d	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d	0	0	0.18	-	-	-	0	0	0	0	-	-	-	0	0	0	0.6	-	-	-	0.05	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0.04	-	-	-	0.4	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0.72	-	-	-	0	0	0	0	-	-	-	0	0	0	0.01	-	-	-	0.02	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0.37	3.92	1.89	-	-	-	0.7	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0.01	-	-	-	0.01	0	0	0.2	-	-	-	0.25	0	0	0	-	-	-	0	0	0.32	0.18	-	-	-	2.71	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0.04
Commercial self-supplied groundwater withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
